발생년,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형__1,사고유형,법규위반,도로형태_,도로형태,가해자_당,피해자_당,발생위치X_,발생위치Y_,경도,위도,시설종류,대상시설명,소재지도로,소재지지번,위도_2,경도_2,관리기관명,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기준,제공기관코,제공기관명,옐로카펫_,보호구역_,평균기온(℃),최저기온(℃),최고기온(℃),강수량(mm),옐로카펫_설치유무
2017,20170101,야간,일,1,1,0,0,0,서울,금천구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,946778,1941695,126.8980936,37.47294629,초등학교,문성초등학교,서울특별시 금천구 시흥대로 460,서울특별시 금천구 독산동 982,37.47491168,126.899464,서울특별시 금천구청,금천경찰서,Y,1.0,4~10,2020/02/20,3170000,서울특별시 금천구,0,96,2.7,-1.6,6.9,,0
2017,20170102,야간,월,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,948413,1957900,126.915444,37.61909675,유치원,성균관(갈현초교 중복),서울특별시 은평구 연서로27길 23,서울특별시 은평구 연서로27길 23,37.6183134,126.9169211,서울특별시 은평구,은평경찰서,Y,1.0,4,2019/07/31,3110000,서울특별시 은평구,0,95,5.0,1.8,9.2,0.3,0
2017,20170102,야간,월,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,948413,1957900,126.915444,37.61909675,초등학교,갈현초등,서울특별시 은평구 연서로29길 31,서울특별시 은평구 연서로29길 31,37.6192867,126.9166431,서울특별시 은평구,은평경찰서,Y,5.0,4,2019/07/31,3110000,서울특별시 은평구,0,95,5.0,1.8,9.2,0.3,0
2017,20170102,야간,월,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,948413,1957900,126.915444,37.61909675,초등학교,선일초등,서울특별시 은평구 갈현로29길 27,서울특별시 은평구 갈현로29길 27,37.619722,126.9126173,서울특별시 은평구,은평경찰서,Y,7.0,7.5,2019/07/31,3110000,서울특별시 은평구,20170622,95,5.0,1.8,9.2,0.3,0
2017,20170102,주간,월,1,1,0,0,0,서울,영등포구,차량단독,전도전복,전도전복,안전운전 의무 불이행,교차로,교차로내,이륜차,없음,946757,1943309,126.8977393,37.48749238,유치원,영서초병설유치원,서울특별시 구로구 도림로20길 57,,37.48896046,126.8955839,서울특별시 구로구청,구로경찰서,Y,,,2019/10/28,3160000,서울특별시 구로구,0,96,5.0,1.8,9.2,0.3,0
2017,20170102,주간,월,1,1,0,0,0,서울,영등포구,차량단독,전도전복,전도전복,안전운전 의무 불이행,교차로,교차로내,이륜차,없음,946757,1943309,126.8977393,37.48749238,초등학교,영서초등학교,서울특별시 구로구 도림로20길 57,,37.48896046,126.8955839,서울특별시 구로구청,구로경찰서,Y,,,2019/10/28,3160000,서울특별시 구로구,0,96,5.0,1.8,9.2,0.3,0
2017,20170102,주간,월,1,1,0,0,0,서울,광진구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,964223,1950661,127.09494309999998,37.55460089,유치원,경원유치원,서울특별시 광진구 영화사로 89,서울특별시 광진구 구의2동 16-10,37.554876,127.093909,서울특별시청,광진경찰서,Y,1.0,,2019/02/20,3040000,서울특별시 광진구,0,10,5.0,1.8,9.2,0.3,0
2017,20170102,주간,월,1,1,0,0,0,서울,광진구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,964223,1950661,127.09494309999998,37.55460089,유치원,영화유치원,서울특별시 광진구 영화사로 105,서울특별시 광진구 구의2동 18,37.554126,127.095297,서울특별시청,광진경찰서,Y,1.0,,2019/02/20,3040000,서울특별시 광진구,0,10,5.0,1.8,9.2,0.3,0
2017,20170103,야간,화,1,1,0,0,0,서울,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,951809,1942583,126.9549303,37.48122622,초등학교,원당초등학교,서울특별시 관악구 봉천로 505,,37.48127866,126.9562498,서울특별시 관악구청,서울관악경찰서,Y,4.0,6~25,2020/05/31,3200000,서울특별시 관악구,0,95,2.0,-2.3,7.7,,0
2017,20170103,야간,화,1,1,0,0,0,서울,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,951809,1942583,126.9549303,37.48122622,유치원,동원유치원,서울특별시 관악구 행운1길 96,,37.48282858,126.9567328,서울특별시 관악구청,서울관악경찰서,Y,1.0,8,2020/05/31,3200000,서울특별시 관악구,0,97,2.0,-2.3,7.7,,0
2017,20170103,야간,화,1,1,0,0,0,서울,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,951809,1942583,126.9549303,37.48122622,유치원,원당병설유치원,서울특별시 관악구 봉천로 505,,37.48127866,126.9562498,서울특별시 관악구청,서울관악경찰서,Y,1.0,6~25,2020/05/31,3200000,서울특별시 관악구,0,95,2.0,-2.3,7.7,,0
2017,20170104,주간,수,1,1,0,0,0,서울,중랑구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,자전거,승용차,963459,1955106,127.08607179999998,37.59463510000001,어린이집,삼성어린이집,서울특별시 중랑구 면목로88길 9,서울특별시 중랑구 상봉2동 107-1,37.5941501,127.0869214,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,3060000,서울특별시 중랑구,0,6,3.9,1.0,8.9,,0
2017,20170105,주간,목,1,1,0,0,0,서울,광진구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,961587,1949242,127.0651741,37.54170482,유치원,윤진유치원,서울특별시 광진구 아차산로 21길 15 (화양동),서울특별시 광진구 화양동 42-21,37.542766,127.062718,서울특별시청,광진경찰서,Y,2.0,,2019/02/20,3040000,서울특별시 광진구,0,9,3.8,-0.1,7.3,,0
2017,20170106,야간,금,1,1,0,0,0,서울,성동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,958083,1949880,127.0254745,37.54730259,유치원,금호유치원,서울특별시 성동구 금호산2길 35,서울특별시 성동구 금호동3가 165-1,37.54879131,127.0231125,서울특별시 성동구,성동경찰서,Y,1.0,4,2020/06/17,3030000,서울특별시 성동구,0,97,5.4,2.5,11.4,,0
2017,20170106,주간,금,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,959245,1955990,127.0381594,37.60244866,어린이집,목화어린이집,서울특별시 성북구 오패산로4길 39-1,서울특별시 성북구 하월곡동 52-6,37.60440698,127.0400044,서울특별시 성북구청,서울특별시 종암경찰서,Y,1.0,8.5,2020/02/28,3070000,서울특별시 성북구,0,10,5.4,2.5,11.4,,0
2017,20170106,주간,금,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,959245,1955990,127.0381594,37.60244866,어린이집,새싹어린이집,서울특별시 성북구 오패산로 21,서울특별시 성북구 하월곡동 96-113,37.60412684,127.0370454,서울특별시 성북구청,서울특별시 종암경찰서,Y,1.0,19,2020/02/28,3070000,서울특별시 성북구,0,10,5.4,2.5,11.4,,0
2017,20170108,야간,일,1,1,0,0,0,서울,영등포구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,947101,1945442,126.9014769,37.50673726,유치원,우성유치원,서울특별시 영등포구 도신로 68-1,서울특별시 영등포구 신길동 365,37.505742,126.900623,영등포구청,영등포경찰서,Y,1.0,18,2020/06/30,3180000,서울특별시 영등포구,0,8,6.5,4.0,10.9,0.0,0
2017,20170110,야간,화,1,2,0,1,0,서울,양천구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,승합차,945525,1948772,126.8833993,37.53665923,유치원,원일유치원,서울특별시 양천구 목동동로 350,서울특별시 양천구 목5동 912,37.53515823,126.8818745,서울특별시 양천구청,양천경찰서,Y,2.0,6,2020/06/01,3140000,서울특별시 양천구,0,98,-3.7,-7.4,1.1,,0
2017,20170110,야간,화,1,2,0,1,0,서울,양천구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,승합차,945525,1948772,126.8833993,37.53665923,유치원,한서유치원,서울특별시 양천구 목동동로 430,서울특별시 양천구 목5동 911,37.53520397,126.8843953,서울특별시 양천구청,양천경찰서,Y,0.0,6,2020/06/01,3140000,서울특별시 양천구,0,10,-3.7,-7.4,1.1,,0
2017,20170112,주간,목,1,1,0,0,0,서울,송파구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,자전거,승합차,968349,1944620,127.141916,37.50030167,어린이집,오금어린이집,서울특별시 송파구 마천로27길 4,서울특별시 송파구 오금동 114-31,37.502546,127.140539,서울특별시 송파구청,송파경찰서,Y,1.0,10,2020/02/20,3230000,서울특별시 송파구,0,6,-2.2,-6.1,1.0,0.0,0
2017,20170113,주간,금,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,특수차,보행자,954182,1942122,126.9817981,37.47719185,초등학교,이수초등학교,서울특별시 서초구 방배천로4길 23,서울특별시 서초구 방배2동 468-6,37.4783196,126.9845727,서울시 서초구,방배경찰서,Y,1.0,3,2019/06/03,3210000,서울특별시 서초구,0,98,-6.0,-8.6,-1.4,0.6,0
2017,20170115,주간,일,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,승용차,보행자,943719,1949882,126.8628733,37.5465552,유치원,등촌유치원,서울특별시 양천구 목동중앙북로8길 46,서울특별시 양천구 목3동 625-19,37.54657555,126.8649065,서울특별시 양천구청,양천경찰서,Y,6.0,6,2020/06/01,3140000,서울특별시 양천구,0,98,-6.6,-11.5,-0.9,,0
2017,20170116,주간,월,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,942464,1949674,126.8486832,37.54460299,초등학교,화곡초등학교,서울특별시 강서구 초록마을로 28 (화곡동),,37.5436698,126.8464706,서울특별시 강서구청,강서경찰서,Y,2.0,10,2020/01/01,3150000,서울특별시 강서구,20170926,96,-3.8,-8.9,4.0,,0
2017,20170117,주간,화,1,1,0,0,0,서울,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,948061,1941725,126.9126006,37.47328971,어린이집,구립다원어린이집,서울특별시 관악구 미성길 123,,37.47196653,126.9121893,서울특별시 관악구청,서울관악경찰서,Y,2.0,6,2020/05/31,3200000,서울특별시 관악구,0,10,-2.0,-7.1,3.4,,0
2017,20170120,주간,금,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,946822,1945294,126.89833100000001,37.50538728,유치원,파란나라유치원,서울특별시 영등포구 도신로8길 17,서울특별시 영등포구 대림동 652,37.50321946,126.8972605,영등포구청,영등포경찰서,Y,1.0,6~9,2020/06/30,3180000,서울특별시 영등포구,0,8,-4.4,-7.8,-1.4,4.0,0
2017,20170120,주간,금,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,946822,1945294,126.89833100000001,37.50538728,유치원,큰나무유치원,서울특별시 영등포구 도신로 31,서울특별시 영등포구 대림3동 608-1,37.506234,126.895153,영등포구청,영등포경찰서,Y,1.0,3~5,2020/06/30,3180000,서울특별시 영등포구,0,8,-4.4,-7.8,-1.4,4.0,0
2017,20170120,주간,금,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,946822,1945294,126.89833100000001,37.50538728,유치원,우성유치원,서울특별시 영등포구 도신로 68-1,서울특별시 영등포구 신길동 365,37.505742,126.900623,영등포구청,영등포경찰서,Y,1.0,18,2020/06/30,3180000,서울특별시 영등포구,0,8,-4.4,-7.8,-1.4,4.0,0
2017,20170120,주간,금,1,2,1,0,0,서울,광진구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,이륜차,962129,1950299,127.0712547,37.55125436,초등학교,세종초등학교,서울특별시 광진구 군자로 114,서울특별시 광진구 군자동 111-3,37.552987,127.070716,서울특별시청,광진경찰서,Y,2.0,,2019/02/20,3040000,서울특별시 광진구,20170529,98,-4.4,-7.8,-1.4,4.0,0
2017,20170120,주간,금,1,2,1,0,0,서울,광진구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,이륜차,962129,1950299,127.0712547,37.55125436,유치원,동심유치원,서울특별시 광진구 군자로12길 46 (군자동 일성아파트단지내),서울특별시 광진구 군자동 99,37.55132,127.070383,서울특별시청,광진경찰서,Y,1.0,,2019/02/20,3040000,서울특별시 광진구,0,10,-4.4,-7.8,-1.4,4.0,0
2017,20170122,야간,일,1,1,0,0,0,서울,종로구,차대사람,차도통행중,차도통행중,안전거리 미확보,단일로,기타단일로,승용차,보행자,956221,1952530,127.00423799999999,37.57110108,초등학교,효제초등학교,서울특별시 종로구 대학로12,서울특별시 종로구 효제동 255-4,37.5728828,127.003257,종로구청,혜화경찰서,Y,4.0,20~25,2019/01/14,3000000,서울특별시 종로구,20170412,97,-8.3,-10.9,-3.3,0.0,0
2017,20170122,야간,일,1,2,0,1,0,서울,동작구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승합차,947795,1943863,126.90944080000001,37.49254496,유치원,평강유치원,서울특별시 영등포구 신길로 27,서울특별시 영등포구 대림동 912-46,37.49493197,126.908145,영등포구청,영등포경찰서,Y,1.0,4.2~4.7,2020/06/30,3180000,서울특별시 영등포구,0,9,-8.3,-10.9,-3.3,0.0,0
2017,20170127,야간,금,1,1,0,0,0,서울,종로구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,956493,1952747,127.00730520000002,37.57306984,유치원,봄샘유치원,서울특별시 종로구 율곡로264,서울특별시 종로구 종로6가 210-1,37.5733219,127.006604,종로구청,혜화경찰서,Y,2.0,20,2019/01/14,3000000,서울특별시 종로구,0,9,-2.6,-5.7,3.1,3.0,0
2017,20170130,야간,월,1,1,0,0,0,서울,서초구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,957658,1942767,127.0210732,37.48317136,초등학교,서일초등학교,서울특별시 서초구 남부순환로339길 38,서울특별시 서초구 서초1동 1436-8,37.4851011,127.0222731,서울시 서초구,서초경찰서,Y,1.0,5,2019/06/03,3210000,서울특별시 서초구,20171115,98,-4.8,-7.9,-0.9,0.1,0
2017,20170201,야간,수,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,959876,1964315,127.04497970000001,37.6774881,어린이집,하늘빛,서울특별시 도봉구 도봉로167길 13,,37.677656,127.0440422,도봉구청,도봉경찰서,Y,1.0,8~10,2019/09/05,3090000,서울특별시 도봉구,0,6,-4.0,-7.5,0.7,,0
2017,20170202,주간,목,1,1,0,0,0,서울,양천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,944651,1947090,126.8736338,37.52144716,초등학교,목동초교,서울특별시 양천구 목동동로12길 12,서울특별시 양천구 신정2동 86-2,37.52280796,126.8721597,서울특별시 양천구청,양천경찰서,Y,5.0,5,2020/06/01,3140000,서울특별시 양천구,0,8,-2.7,-9.2,3.3,,0
2017,20170202,주간,목,1,1,0,0,0,서울,양천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,944651,1947090,126.8736338,37.52144716,어린이집,꿈나래어린이집,서울특별시 양천구 목동동로12길 7,서울특별시 양천구 목1동 405-463,37.5231041,126.872139,서울특별시 양천구청,양천경찰서,Y,0.0,6,2020/06/01,3140000,서울특별시 양천구,0,97,-2.7,-9.2,3.3,,0
2017,20170202,주간,목,1,1,0,0,0,서울,양천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,944651,1947090,126.8736338,37.52144716,학원,잉글리쉬러닝베이(목동),서울특별시 양천구 신목로 50,서울특별시 양천구 신정2동 296-93,37.51974166,126.8727799,서울특별시 양천구청,양천경찰서,Y,3.0,14,2020/06/01,3140000,서울특별시 양천구,0,8,-2.7,-9.2,3.3,,0
2017,20170203,야간,금,1,1,0,0,0,서울,양천구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,944521,1948172,126.87208100000002,37.5311915,어린이집,목동어린이집,서울특별시 양천구 목동서로8길 32,서울특별시 양천구 목5동 903-3,37.5329094,126.8716045,서울특별시 양천구청,양천경찰서,Y,1.0,6,2020/06/01,3140000,서울특별시 양천구,0,8,1.5,-2.3,6.7,,0
2017,20170205,야간,일,1,2,1,0,0,서울,노원구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,960334,1963973,127.050192,37.67442554,어린이집,노원어린이집,서울특별시 노원구 동일로239다길 23,서울특별시 노원구 상계1동 1096-1,37.676221,127.051145,노원구청,노원경찰서,Y,1.0,4.8~10,2020/07/14,3100000,서울특별시 노원구,0,8,1.2,-1.5,2.3,0.5,0
2017,20170205,야간,일,1,1,0,0,0,서울,종로구,차량단독,전도,전도,안전운전 의무 불이행,교차로,교차로내,이륜차,없음,955961,1954155,127.00119609999999,37.58573513,유치원,혜화유치원,서울특별시 종로구 창경궁로 296,서울특별시 종로구 혜화동 161-4,37.586802,127.003115,종로구청,혜화경찰서,Y,1.0,35,2019/01/14,3000000,서울특별시 종로구,0,97,1.2,-1.5,2.3,0.5,0
2017,20170211,야간,토,1,1,0,0,0,서울,종로구,차대사람,차도통행중,차도통행중,신호위반,교차로,교차로내,승용차,보행자,953830,1952480,126.977166,37.57053361,초등학교,덕수초등학교,서울특별시 중구 덕수궁길 140,서울특별시 중구 정동 1-76,37.56908852,126.97465810000001,서울특별시 중구,서울남대문경찰서,Y,2.0,8,2020/07/14,3010000,서울특별시 중구,20150914,95,-4.8,-9.2,0.8,,1
2017,20170211,주간,토,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,959803,1947177,127.0450933,37.5230162,어린이집,준현어린이집,서울특별시 강남구 선릉로148길 48-6,,37.52262415,127.043338,서울특별시 강남구청,강남경찰서,Y,1.0,4,2020/06/24,3220000,서울특별시 강남구,0,11,-4.8,-9.2,0.8,,0
2017,20170213,야간,월,1,2,0,1,0,서울,동대문구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,화물차,승합차,960665,1954382,127.05446180000001,37.58799426,어린이집,꿈마루어린이집,서울특별시 동대문구 전농로36길 29-3,서울특별시 동대문구 전농동 103-53,37.58550219,127.0540414,서울특별시 동대문구청,동대문경찰서,Y,1.0,,2019/11/25,3050000,서울특별시 동대문구,0,9,0.1,-5.4,6.1,,0
2017,20170213,야간,월,1,2,0,1,0,서울,동대문구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,화물차,승합차,960665,1954382,127.05446180000001,37.58799426,어린이집,회기어린이집,서울특별시 동대문구 회기로 165,서울특별시 동대문구 회기동 58-1,37.59067813,127.0545526,서울특별시 동대문구청,동대문경찰서,Y,1.0,,2019/11/25,3050000,서울특별시 동대문구,0,13,0.1,-5.4,6.1,,0
2017,20170213,야간,월,1,1,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,947828,1942610,126.909903,37.48125328,어린이집,노아어린이집,서울특별시 관악구 남부순환로145길 6,,37.4818537,126.9123722,서울특별시 관악구청,서울관악경찰서,Y,2.0,6,2020/05/31,3200000,서울특별시 관악구,0,97,0.1,-5.4,6.1,,0
2017,20170216,야간,목,1,1,0,0,0,서울,중랑구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,962912,1952584,127.0800518,37.57275074,어린이집,이화어린이집,서울특별시 중랑구 면목로27길 85,서울특별시 중랑구 면목4동 715-1,37.573952,127.080811,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,3060000,서울특별시 중랑구,0,6,5.5,-1.9,10.3,0.0,0
2017,20170216,야간,목,1,1,0,0,0,서울,중랑구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,962912,1952584,127.0800518,37.57275074,유치원,동서울유치원,서울특별시 광진구 답십리로78길 26 (중곡동),서울특별시 광진구 중곡3동 578-9,37.570346,127.078826,서울특별시청,광진경찰서,Y,2.0,,2019/02/20,3040000,서울특별시 광진구,0,6,5.5,-1.9,10.3,0.0,0
2017,20170216,야간,목,1,1,0,0,0,서울,중랑구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,962912,1952584,127.0800518,37.57275074,어린이집,예아랑어린이집,서울특별시 광진구 동일로 456 성수교회 2층 1호(중곡동),서울특별시 광진구 중곡3동 589-1,37.570679,127.078049,서울특별시청,광진경찰서,Y,1.0,,2019/02/20,3040000,서울특별시 광진구,0,7,5.5,-1.9,10.3,0.0,0
2017,20170218,야간,토,1,1,0,0,0,서울,성동구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,958955,1952565,127.03519540000002,37.5715425,어린이집,구립성모어린이집,서울특별시 성동구 청계천로 506,서울특별시 성동구 마장동 527-2,37.57022175,127.0334425,서울특별시 성동구,성동경찰서,Y,1.0,6~14,2020/06/17,3030000,서울특별시 성동구,0,11,-2.6,-7.0,2.9,,0
2017,20170218,야간,토,1,1,0,0,0,서울,성동구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,958955,1952565,127.03519540000002,37.5715425,어린이집,햇살어린이집,서울특별시 동대문구 청계천로 547,서울특별시 동대문구 용두동 696-9,37.57281917,127.0369829,서울특별시 동대문구청,동대문경찰서,Y,1.0,,2019/11/25,3050000,서울특별시 동대문구,0,11,-2.6,-7.0,2.9,,0
2017,20170223,야간,목,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승용차,보행자,968669,1944100,127.14555840000001,37.49562557,초등학교,영풍초등학교,서울특별시 송파구 오금로57길 15,서울특별시 송파구 거여1동 12,37.4962643,127.1430149,서울특별시 송파구청,송파경찰서,Y,7.0,7~9,2020/02/20,3230000,서울특별시 송파구,20190521,5,-1.5,-4.2,2.1,,0
2017,20170223,야간,목,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승용차,보행자,968669,1944100,127.14555840000001,37.49562557,어린이집,가원어린이집,서울특별시 송파구 오금로57길 22,서울특별시 송파구 거여1동 178-123,37.4955385,127.1436758,서울특별시 송파구청,송파경찰서,Y,1.0,6~7,2020/02/20,3230000,서울특별시 송파구,0,15,-1.5,-4.2,2.1,,0
2017,20170223,주간,목,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,보행자,948723,1959621,126.91883590000002,37.63462549,유치원,숲유치원,서울특별시 은평구 진관2로 37,서울특별시 은평구 진관2로 37,37.6370354,126.917566,서울특별시 은평구,은평경찰서,Y,1.0,20,2019/07/31,3110000,서울특별시 은평구,0,12,-1.5,-4.2,2.1,,0
2017,20170223,주간,목,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,보행자,948723,1959621,126.91883590000002,37.63462549,초등학교,은진초등,서울특별시 은평구 진관1로 21-20,서울특별시 은평구 진관1로 21-20,37.632607,126.9209282,서울특별시 은평구,은평경찰서,Y,2.0,12,2019/07/31,3110000,서울특별시 은평구,20170530,9,-1.5,-4.2,2.1,,0
2017,20170223,주간,목,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,보행자,948723,1959621,126.91883590000002,37.63462549,초등학교,은빛초등,서울특별시 은평구 진관3로 73-17,서울특별시 은평구 진관3로 73-17,37.6351712,126.9200278,서울특별시 은평구,은평경찰서,Y,2.0,12,2019/07/31,3110000,서울특별시 은평구,20171023,11,-1.5,-4.2,2.1,,0
2017,20170227,야간,월,1,1,0,0,0,서울,도봉구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,기타,기타,화물차,보행자,960104,1961467,127.047721,37.65182864,유치원,한사랑,서울특별시 도봉구 노해로66길 21,,37.65039062,127.0473304,도봉구청,도봉경찰서,Y,0.0,6~20,2019/09/05,3090000,서울특별시 도봉구,0,10,3.7,-1.8,10.7,,0
2017,20170305,주간,일,1,1,0,0,0,서울,강서구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,941903,1947741,126.842486,37.52714563,초등학교,신강초교,서울특별시 양천구 목동중앙로55길 72,서울특별시 양천구 신월2동 448-5,37.525717,126.841556,서울특별시 양천구청,양천경찰서,Y,3.0,6,2020/06/01,3140000,서울특별시 양천구,0,98,5.2,1.2,10.4,0.5,0
