발생년,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형,법규위반_,법규위반,도로형태_,도로형태,가해자_당,피해자_당,발생위치X_,발생위치Y_,경도,위도,시설종류,대상시설명,소재지도로,소재지지번,위도_2,경도_2,관리기관명,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기준,제공기관코,제공기관명,옐로카펫_,보호구역_
2018,20181215,야,토,1,1,0,0,0,서울,성북구,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,956967,1954807,127.0125517,37.59165934,초등학교,돈암초등학교,서울특별시 성북구 동소문로13길 38,서울특별시 성북구 동소문동6가 27-1,37.5937453,127.0131031,서울특별시 성북구청,서울특별시 성북경찰서,Y,1,,2020-02-28,3070000,서울특별시 성북구,0,95
2018,20181215,야,토,1,1,0,0,0,서울,성북구,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,956967,1954807,127.0125517,37.59165934,유치원,돈암병설유치원,서울특별시 성북구 동소문로13길 38,서울특별시 성북구 동소문동6가 27-1,37.5937453,127.0131031,서울특별시 성북구청,서울특별시 성북경찰서,Y,1,,2020-02-28,3070000,서울특별시 성북구,0,95
2018,20180823,주,목,1,1,0,0,0,서울,강북구,차량단독,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승합차,없음,958020,1959193,127.0242273,37.63123983,유치원,운산유치원,서울특별시 강북구 수유로4길 58,서울특별시 강북구 수유동 52-21,37.63207,127.02172,강북구청,강북경찰서,Y,2,7,2019-05-10,3080000,서울특별시 강북구,0,98
2018,20180716,야,월,1,1,0,0,0,서울,강북구,차대사람,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,보행자,957606,1958258,127.0195897,37.62279351,어린이집,솔바람어린이집,서울특별시 강북구 삼양로41길 60,서울특별시 강북구 미아동 791-2119,37.6217,127.01686,강북구청,강북경찰서,Y,2,7,2019-05-10,3080000,서울특별시 강북구,0,10
2018,20181230,야,일,1,1,0,0,0,서울,강북구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,957823,1957100,127.0221154,37.61236625,초등학교,미아초등학교,서울특별시 성북구 삼양로 77,서울특별시 성북구 길음동 1168,37.6105142,127.0216457,서울특별시 성북구청,서울특별시 성북경찰서,Y,1,,2020-02-28,3070000,서울특별시 성북구,2018-04-07,96
2018,20181230,야,일,1,1,0,0,0,서울,강북구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,957823,1957100,127.0221154,37.61236625,유치원,명덕유치원,서울특별시 성북구 삼양로 74,,37.60986433,127.0229093,서울특별시 성북구청,서울특별시 종암경찰서,Y,1,7,2020-02-28,3070000,서울특별시 성북구,0,97
2018,20180129,주,월,1,1,0,0,0,서울,광진구,차대사람,횡단중,운전자법규위반,신호위반,단일로,기타단일로,화물차,보행자,963182,1948990,127.0832413,37.53949856,어린이집,구의3동어린이집,서울특별시 광진구 광나루로54길 36 (구의동),서울특별시 광진구 구의3동 199-21,37.539328,127.086356,서울특별시청,광진경찰서,Y,2,,2019-02-20,3040000,서울특별시 광진구,0,10
2018,20180204,주,일,1,1,0,0,0,서울,영등포구,차대사람,횡단중,운전자법규위반,신호위반,교차로,교차로내,승합차,보행자,946758,1944726,126.8976481,37.50026411,유치원,도신초등학교병설유치원,서울특별시 영등포구 도림로53길 32-9,서울특별시 영등포구 대림3동 741-3,37.49926879,126.9007128,영등포구청,영등포경찰서,Y,1,6~7,2020-06-30,3180000,서울특별시 영등포구,0,95
2018,20180204,주,일,1,1,0,0,0,서울,영등포구,차대사람,횡단중,운전자법규위반,신호위반,교차로,교차로내,승합차,보행자,946758,1944726,126.8976481,37.50026411,초등학교,신영초등학교,서울특별시 영등포구 도신로4길 32,서울특별시 영등포구 대림3동 781,37.50100557,126.8960964,영등포구청,영등포경찰서,Y,6,6.5~8.5,2020-06-30,3180000,서울특별시 영등포구,0,95
2018,20180204,주,일,1,1,0,0,0,서울,영등포구,차대사람,횡단중,운전자법규위반,신호위반,교차로,교차로내,승합차,보행자,946758,1944726,126.8976481,37.50026411,초등학교,도신초등학교,서울특별시 영등포구 도림로53길 32-9,서울특별시 영등포구 대림3동 741-3,37.49926879,126.9007128,영등포구청,영등포경찰서,Y,3,6~7,2020-06-30,3180000,서울특별시 영등포구,0,95
2018,20180804,야,토,1,1,0,0,0,서울,중랑구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,자전거,보행자,963551,1954643,127.087137,37.59046559,초등학교,서울면목초등학교,서울특별시 중랑구 면목로 434,서울특별시 중랑구 면목본동 221,37.59069723,127.0872887,서울특별시 중랑구청,중랑경찰서,Y,,,2020-03-04,3060000,서울특별시 중랑구,0,97
2018,20180809,주,목,1,1,0,0,0,서울,관악구,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,948543,1941973,126.9180342,37.47555196,초등학교,난우초등학교,서울특별시 관악구 난우길 40,,37.47711703,126.9176507,서울특별시 관악구청,서울관악경찰서,Y,7,5~12,2020-05-31,3200000,서울특별시 관악구,0,95
2018,20180809,주,목,1,1,0,0,0,서울,관악구,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,948543,1941973,126.9180342,37.47555196,유치원,애동유치원,서울특별시 관악구 법원단지길 56,,37.47381393,126.920254,서울특별시 관악구청,서울관악경찰서,Y,2,8,2020-05-31,3200000,서울특별시 관악구,0,98
2018,20180809,주,목,1,1,0,0,0,서울,관악구,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,948543,1941973,126.9180342,37.47555196,어린이집,미라클어린이집,서울특별시 관악구 법원단지2길 15-4,,37.473654,126.919802,서울특별시 관악구청,서울관악경찰서,Y,1,4~6,2020-05-31,3200000,서울특별시 관악구,0,13
2018,20180719,야,목,1,1,0,0,0,서울,강남구,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,958982,1947813,127.0357669,37.52871253,어린이집,압구정아람어린이집,서울특별시 강남구 압구정로 311,,37.52934822,127.0356146,서울특별시 강남구청,강남경찰서,Y,3,30,2020-06-24,3220000,서울특별시 강남구,0,13
2018,20180918,야,화,1,1,0,0,0,서울,강서구,차대사람,횡단중,운전자법규위반,신호위반,교차로,교차로내,승합차,보행자,944291,1950110,126.8693309,37.54864494,유치원,동연유치원,서울특별시 양천구 목동중앙북로7길 22,서울특별시 양천구 목3동 602-16,37.548809,126.8677075,서울특별시 양천구청,양천경찰서,Y,3,6,2020-06-01,3140000,서울특별시 양천구,0,97
2018,20180918,야,화,1,1,0,0,0,서울,강서구,차대사람,횡단중,운전자법규위반,신호위반,교차로,교차로내,승합차,보행자,944291,1950110,126.8693309,37.54864494,유치원,신목유치원,서울특별시 양천구 목동중앙북로10길 7-10,서울특별시 양천구 목2동 504-12,37.546331,126.870203,서울특별시 양천구청,양천경찰서,Y,2,6,2020-06-01,3140000,서울특별시 양천구,0,97
2018,20180822,야,수,1,1,0,0,0,서울,송파구,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,966367,1945328,127.1194606,37.5066131,유치원,시연유치원,서울특별시 송파구 오금로24길 25,서울특별시 송파구 송파2동 162-3,37.50484924,127.1173577,서울특별시 송파구청,송파경찰서,Y,1,6,2020-02-20,3230000,서울특별시 송파구,0,8
2018,20180822,야,수,1,1,0,0,0,서울,송파구,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,966367,1945328,127.1194606,37.5066131,유치원,예은유치원,서울특별시 송파구 오금로32길 13,서울특별시 송파구 송파2동 395,37.504712,127.120402,서울특별시 송파구청,송파경찰서,Y,1,14~16,2020-02-20,3230000,서울특별시 송파구,0,9
2018,20181218,야,화,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,보행자,945726,1944557,126.8859857,37.49868078,초등학교,구로초등학교,서울특별시 구로구 구로중앙로27나길 9,,37.49746124,126.8865524,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,2018-10-22,95
2018,20181218,야,화,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,보행자,945726,1944557,126.8859857,37.49868078,어린이집,샛별어린이집,서울특별시 구로구 구로중앙로32가길 18,,37.4999466,126.8850875,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구,0,13
2018,20180503,야,목,1,4,0,3,0,서울,서초구,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,956481,1946430,127.007544,37.51613248,유치원,하나유치원,서울특별시 서초구 잠원로8길 13,서울특별시 서초구 잠원동 56-3,37.5152074,127.0102178,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,98
2018,20180517,야,목,1,1,0,0,0,서울,양천구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,945233,1949387,126.8800484,37.54218497,초등학교,목원초교,서울특별시 양천구 목동중앙로 204,서울특별시 양천구 목5동 929,37.54293623,126.8824793,서울특별시 양천구청,양천경찰서,Y,2,14,2020-06-01,3140000,서울특별시 양천구,0,98
2018,20180517,야,목,1,1,0,0,0,서울,양천구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,945233,1949387,126.8800484,37.54218497,유치원,해림유치원,서울특별시 양천구 목동서로2길 22,서울특별시 양천구 목5동 929,37.54162818,126.8826428,서울특별시 양천구청,양천경찰서,Y,1,6,2020-06-01,3140000,서울특별시 양천구,0,97
2018,20180517,야,목,1,1,0,0,0,서울,양천구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,945233,1949387,126.8800484,37.54218497,유치원,수영유치원,서울특별시 양천구 목동서로 38,서울특별시 양천구 목5동 901,37.54129242,126.878502,서울특별시 양천구청,양천경찰서,Y,0,7,2020-06-01,3140000,서울특별시 양천구,0,10
2018,20180910,주,월,1,1,0,0,0,서울,은평구,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,949895,1957444,126.9322677,37.6150688,유치원,새보람유치원,서울특별시 은평구 불광로 107,서울특별시 은평구 불광로 107,37.6162634,126.932639,서울특별시 은평구,은평경찰서,Y,1,15,2019-07-31,3110000,서울특별시 은평구,0,7
2018,20180910,주,월,1,1,0,0,0,서울,은평구,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,949895,1957444,126.9322677,37.6150688,초등학교,불광초등,서울특별시 은평구 불광로 51,서울특별시 은평구 불광로 51,37.61342855,126.9307204,서울특별시 은평구,은평경찰서,Y,6,6,2019-07-31,3110000,서울특별시 은평구,0,95
2018,20180101,야,월,1,1,0,0,0,서울,은평구,차대사람,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,949007,1957743,126.9221856,37.61771486,어린이집,성모자애어린이집,서울특별시 은평구 통일로78길 10,서울특별시 은평구 통일로78길 10,37.617722,126.923779,서울특별시 은평구,은평경찰서,Y,1,6,2019-07-31,3110000,서울특별시 은평구,0,6
2018,20180920,야,목,1,1,0,0,0,서울,강남구,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,958436,1943919,127.0298078,37.49359011,어린이집,샤이닝키즈어린이집,서울특별시 서초구 서초대로74길 30,서울특별시 서초구 서초동 1326-17,37.4947315,127.0267841,서울시 서초구,서초경찰서,Y,1,1,2019-06-03,3210000,서울특별시 서초구,0,17
2018,20180920,야,목,1,1,0,0,0,서울,강남구,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,958436,1943919,127.0298078,37.49359011,유치원,역삼초등학교병설유치원,서울특별시 강남구 강남대로66길 21,,37.49316115,127.032603,서울특별시 강남구청,수서경찰서,Y,1,11.8,2020-06-24,3220000,서울특별시 강남구,0,12
2018,20180920,야,목,1,1,0,0,0,서울,강남구,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,958436,1943919,127.0298078,37.49359011,초등학교,역삼초등학교,서울특별시 강남구 강남대로66길 21,,37.49316115,127.032603,서울특별시 강남구청,수서경찰서,Y,7,6.9,2020-06-24,3220000,서울특별시 강남구,0,12
2018,20180720,주,금,1,4,1,2,0,서울,송파구,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,968321,1944464,127.1416059,37.4988946,초등학교,개롱초등학교,서울특별시 송파구 문정로 211,서울특별시 송파구 오금동 159,37.497352,127.1398426,서울특별시 송파구청,송파경찰서,Y,3,8~20,2020-02-20,3230000,서울특별시 송파구,0,8
2018,20180204,야,일,1,1,0,0,0,서울,중구,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,기타,957086,1951854,127.0140727,37.56504886,초등학교,광희초등학교,서울특별시 중구 다산로 269,서울특별시 중구 신당동 254,37.56729901,127.0156883,서울특별시 중구,서울중부경찰서,Y,2,15,2020-07-14,3010000,서울특별시 중구,2015-09-14,97
2018,20180609,주,토,2,3,1,0,0,서울,용산구,차대차,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,953804,1947043,126.9772139,37.52152743,초등학교,신용산초교,서울특벽시 용산구 이촌로 255,서울특별시 용산구 이촌동 301-75,37.52062932,126.9753668,용산구청,용산경찰서,Y,,6~20,2020-02-18,3020000,서울특별시 용산구,0,98
2018,20180609,주,토,2,3,1,0,0,서울,용산구,차대차,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,953804,1947043,126.9772139,37.52152743,유치원,대건유치원,서울특벽시 용산구 이촌로81길 38,서울특별시 용산구 이촌동 301-110,37.52071271,126.9778555,용산구청,용산경찰서,Y,,9,2020-02-18,3020000,서울특별시 용산구,0,10
2018,20180609,주,토,2,3,1,0,0,서울,용산구,차대차,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,953804,1947043,126.9772139,37.52152743,유치원,원유치원,서울특벽시 용산구 이촌로81길 14,서울특별시 용산구 이촌동 402,37.5192132,126.9766297,용산구청,용산경찰서,Y,,7.5,2020-02-18,3020000,서울특별시 용산구,0,10
2018,20180204,야,일,1,1,0,0,0,서울,성북구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,956568,1954537,127.0080483,37.58920703,유치원,새삼선유치원,서울특별시 성북구 성북로4길 21,서울특별시 성북구 동소문동1가 140-75,37.59028966,127.0062093,서울특별시 성북구청,서울특별시 성북경찰서,Y,1,14,2020-02-28,3070000,서울특별시 성북구,0,95
2018,20180204,야,일,1,1,0,0,0,서울,성북구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,956568,1954537,127.0080483,37.58920703,어린이집,성북어린이집,서울특별시 성북구 성북로4길 13-2,서울특별시 성북구 동소문동1가 1,37.5896356,127.0059087,서울특별시 성북구청,서울특별시 성북경찰서,Y,1,,2020-02-28,3070000,서울특별시 성북구,0,10
2018,20181005,주,금,1,1,0,0,0,서울,강북구,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,건설기계,보행자,957914,1959460,127.0230106,37.63364149,유치원,운산유치원,서울특별시 강북구 수유로4길 58,서울특별시 강북구 수유동 52-21,37.63207,127.02172,강북구청,강북경찰서,Y,2,7,2019-05-10,3080000,서울특별시 강북구,0,98
2018,20180312,주,월,1,1,0,0,0,서울,강북구,차대사람,횡단중,운전자법규위반,신호위반,단일로,기타단일로,승용차,보행자,958596,1959618,127.030731,37.63509656,어린이집,번2동어린이집,서울특별시 강북구 덕릉로40길 48,서울특별시 강북구 번동 520,37.63375,127.03203,강북구청,강북경찰서,Y,2,7,2019-05-10,3080000,서울특별시 강북구,0,7
2018,20181208,주,토,1,2,1,0,0,서울,광진구,차대차,정면충돌,운전자법규위반,중앙선 침범,단일로,교량위,승용차,승용차,961134,1948530,127.0600841,37.53526833,초등학교,동자초등학교,서울특별시 광진구 뚝섬로 561,서울특별시 광진구 자양3동 518-1,37.534686,127.06336,서울특별시청,광진경찰서,Y,3,,2019-02-20,3040000,서울특별시 광진구,2017-05-26,95
2018,20181208,주,토,1,2,1,0,0,서울,광진구,차대차,정면충돌,운전자법규위반,중앙선 침범,단일로,교량위,승용차,승용차,961134,1948530,127.0600841,37.53526833,유치원,성수아름유치원,서울특별시 광진구 뚝섬로 476-15 (자양동),서울특별시 광진구 자양4동 52-1,37.536405,127.06019,서울특별시청,광진경찰서,Y,2,,2019-02-20,3040000,서울특별시 광진구,0,98
2018,20181201,주,토,1,1,0,0,0,서울,광진구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,건설기계,963435.5,1949696.2,127.0860756,37.54587389,유치원,현정유치원,서울특별시 광진구 광나루로 534-1 (구의동),서울특별시 광진구 구의1동 230-12,37.544433,127.086715,서울특별시청,광진경찰서,Y,2,,2019-02-20,3040000,서울특별시 광진구,0,97
2018,20181201,주,토,1,1,0,0,0,서울,광진구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,건설기계,963435.5,1949696.2,127.0860756,37.54587389,외국인학교,한국켄트외국인학교,서울특별시 광진구 자양로35길 13(구의동),서울특별시 광진구 구의동 619-30,37.546694,127.085584,서울특별시청,광진경찰서,Y,4,,2019-02-20,3040000,서울특별시 광진구,0,95
2018,20181007,야,일,1,3,2,0,0,서울,영등포구,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승합차,948676,1947658,126.9191415,37.52679941,어린이집,KDB어린이집,서울특별시 영등포구 은행로 14,서울특별시 영등포구 여의도동 16-3,37.52712141,126.920824,영등포구청,영등포경찰서,Y,1,22,2020-06-30,3180000,서울특별시 영등포구,0,14
2018,20180709,주,월,1,1,0,0,0,서울,금천구,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,946953,1939692,126.9002168,37.45490286,어린이집,금주어린이집,서울특별시 금천구 시흥대로 70길 34,서울특별시 금천구 시흥동 881-25,37.45647886,126.90166,서울특별시 금천구청,금천경찰서,Y,1,4~8,2020-02-20,3170000,서울특별시 금천구,0,12
2018,20180709,주,월,1,1,0,0,0,서울,금천구,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,946953,1939692,126.9002168,37.45490286,어린이집,꿈나래 어린이집,서울특별시 금천구 금하로3길 32,서울특별시 금천구 시흥동 118-90,37.45492907,126.8973672,서울특별시 금천구청,금천경찰서,Y,1,6~8,2020-02-20,3170000,서울특별시 금천구,0,9
2018,20180318,주,일,1,1,0,0,0,서울,성동구,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,958684,1951628,127.0321794,37.56308495,어린이집,구립왕십리하나어린이집,서울특별시 성동구 무학봉16길 9-3,서울특별시 성동구 하왕십리동 976-13,37.560837,127.0320321,서울특별시 성동구,성동경찰서,Y,1,7,2020-06-17,3030000,서울특별시 성동구,0,10
2018,20180318,주,일,1,1,0,0,0,서울,성동구,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,958684,1951628,127.0321794,37.56308495,유치원,무학유치원,서울특별시 성동구 무학봉15가길 4,서울특별시 성동구 하왕십리동 986-95,37.5614705,127.0306547,서울특별시 성동구,성동경찰서,Y,1,4,2020-06-17,3030000,서울특별시 성동구,0,97
2018,20180318,주,일,1,1,0,0,0,서울,성동구,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,958684,1951628,127.0321794,37.56308495,초등학교,무학초등학교,서울특별시 성동구 무학봉15길 21,서울특별시 성동구 하왕십리동 950-1,37.5632029,127.0296455,서울특별시 성동구,성동경찰서,Y,8,5,2020-06-17,3030000,서울특별시 성동구,2018-04-26,97
2018,20180512,야,토,1,1,0,0,0,서울,중랑구,차대사람,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,963432,1955321,127.0857552,37.59657188,초등학교,서울상봉초등학교,서울특별시 중랑구 동일로 126가길 11,서울특별시 중랑구 상봉1동 312-1,37.59798021,127.0831709,서울특별시 중랑구청,중랑경찰서,Y,,,2020-03-04,3060000,서울특별시 중랑구,0,96
2018,20180512,야,토,1,1,0,0,0,서울,중랑구,차대사람,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,963432,1955321,127.0857552,37.59657188,어린이집,삼성어린이집,서울특별시 중랑구 면목로88길 9,서울특별시 중랑구 상봉2동 107-1,37.5941501,127.0869214,서울특별시 중랑구청,중랑경찰서,Y,,,2020-03-04,3060000,서울특별시 중랑구,0,6
2018,20180225,야,일,1,1,0,0,0,서울,중랑구,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,964483,1954701,127.0976908,37.59102482,초등학교,서울면일초등학교,서울특별시 중랑구 용마산로100길 13,서울특별시 중랑구 망우3동 440,37.59204241,127.0997953,서울특별시 중랑구청,중랑경찰서,Y,,,2020-03-04,3060000,서울특별시 중랑구,0,96
