발생년,발생년월일,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형__1,사고유형,가해자법규,도로형태_,도로형태,가해자_당,피해자_당,발생위치X_,발생위치Y_,경도,위도,시설종류,대상시설명,소재지도로,소재지지번,위도_2,경도_2,관리기관명,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기준,제공기관코,제공기관명,옐로카펫_,보호구역_
2019,20190102,주,수,1,0,0,0,0,서울,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,955430.0,1952240.0,126.9952985,37.56844929,,,,,,,,,,,,,,,,
2019,20190103,주,목,1,1,0,1,0,서울,노원구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,962122.0,1962574.0,127.0705398,37.66189171,초등학교,계상초교,서울특별시 노원구 한글비석로41가길 24,서울특별시 노원구 상계5동 447-1,37.66219741,127.06867659999999,노원구청,노원경찰서,Y,2.0,8~19,2020-07-14,3100000.0,서울특별시 노원구,0,2.0
2019,20190103,주,목,1,0,0,0,0,서울,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,954851.0,1951572.0,126.9887834,37.56240025,,,,,,,,,,,,,,,,
2019,20190108,야,화,1,0,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,944117.0,1950716.0,126.86731499999999,37.5540963,초등학교,염창초등학교,서울특별시 강서구 양천로 646-28 (염창동),,37.55322433,126.86760020000001,서울특별시 강서구청,강서경찰서,Y,2.0,8,2020-01-01,3150000.0,서울특별시 강서구,0,97.0
2019,20190114,주,월,1,0,0,0,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,945828.0,1943562.0,126.8872128,37.48971867,유치원,도현유치원,서울특별시 구로구 구로동로28길 55,,37.490942,126.887203,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000.0,서울특별시 구로구,0,98.0
2019,20190116,야,수,1,0,0,0,0,서울,성동구,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,957987.0,1949576.0,127.0244051,37.54455817,유치원,옥수병설유치원,서울특별시 성동구 금호로1길 25,서울특별시 성동구 금호동4가 440-12,37.54552993,127.0218712,서울특별시 성동구,성동경찰서,Y,1.0,4~13,2020-06-17,3030000.0,서울특별시 성동구,0,97.0
2019,20190116,야,수,1,0,0,0,0,서울,성동구,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,957987.0,1949576.0,127.0244051,37.54455817,초등학교,옥수초등학교,서울특별시 성동구 금호로1길 25,서울특별시 성동구 금호동4가 440-12,37.54552993,127.0218712,서울특별시 성동구,성동경찰서,Y,3.0,6~6,2020-06-17,3030000.0,서울특별시 성동구,2017-12-12,97.0
2019,20190116,야,수,1,0,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,961407.0,1945530.0,127.0633317,37.50823968,,,,,,,,,,,,,,,,
2019,20190117,야,목,1,0,0,0,0,서울,강동구,차대사람,횡단중,횡단중,과속,교차로,교차로횡단보도내,승용차,보행자,969058.0,1948101.0,127.14979050000001,37.5317016,,,,,,,,,,,,,,,,
2019,20190117,주,목,1,4,2,2,0,서울,동작구,차대차,추돌,추돌,과속,교차로,교차로내,승용차,승용차,953853.0,1942637.0,126.9780449,37.48181733,,,,,,,,,,,,,,,,
2019,20190118,야,금,1,0,0,0,0,서울,구로구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,943085.0,1943620.0,126.85618159999999,37.49007643,유치원,개봉초병설유치원,서울특별시 구로구 개봉로16길 30-11,,37.48952311,126.8579748,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000.0,서울특별시 구로구,0,95.0
2019,20190118,야,금,1,0,0,0,0,서울,구로구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,943085.0,1943620.0,126.85618159999999,37.49007643,초등학교,개봉초등학교,서울특별시 구로구 개봉로16길 30-11,,37.48952311,126.8579748,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000.0,서울특별시 구로구,0,95.0
2019,20190118,야,금,1,0,0,0,0,서울,구로구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,943085.0,1943620.0,126.85618159999999,37.49007643,유치원,미림유치원,서울특별시 구로구 개봉로18길 37,,37.490828,126.857951,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000.0,서울특별시 구로구,0,9.0
2019,20190118,주,금,1,2,0,2,0,서울,도봉구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,958964.0,1959934.0,127.034884,37.63796123,초등학교,서울수송초등학교,서울특별시 강북구 한천로 124길 14,서울특별시 강북구 번동 456,37.63732,127.03320520000001,강북구청,강북경찰서,Y,9.0,25,2019-05-10,3080000.0,서울특별시 강북구,0,1.0
2019,20190119,주,토,1,0,0,0,0,서울,구로구,차대차,기타,기타,안전거리 미확보,단일로,기타단일로,이륜차,승용차,946338.0,1944412.0,126.8929196,37.49740965,어린이집,해태어린이집,서울특별시 영등포구 가마산로 316,서울특별시 영등포구 대림3동 777,37.49804915,126.89484499999999,영등포구청,영등포경찰서,Y,1.0,6.5~8.5,2020-06-30,3180000.0,서울특별시 영등포구,0,7.0
2019,20190121,야,월,1,0,0,0,0,서울,구로구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,943093.0,1943401.0,126.85628899999999,37.48810305,유치원,개봉초병설유치원,서울특별시 구로구 개봉로16길 30-11,,37.48952311,126.8579748,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000.0,서울특별시 구로구,0,95.0
2019,20190121,야,월,1,0,0,0,0,서울,구로구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,943093.0,1943401.0,126.85628899999999,37.48810305,초등학교,개봉초등학교,서울특별시 구로구 개봉로16길 30-11,,37.48952311,126.8579748,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000.0,서울특별시 구로구,0,95.0
2019,20190121,주,월,1,0,0,0,0,서울,금천구,차대사람,횡단중,횡단중,보행자 보호의무 위반,기타,기타,화물차,보행자,945810.0,1941615.0,126.88715259999998,37.47216896,,,,,,,,,,,,,,,,
2019,20190122,주,화,1,1,1,0,0,서울,강남구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,959104.0,1945529.0,127.0372747,37.50813147,,,,,,,,,,,,,,,,
2019,20190122,야,화,1,0,0,0,0,서울,금천구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,947696.5,1939261.9,126.90865339999999,37.45106862,어린이집,시흥5동 어린이집,서울특별시 금천구 독산로 10길 24,서울특별시 금천구 시흥동 919-15,37.449855,126.907253,서울특별시 금천구청,금천경찰서,Y,1.0,6~10,2020-02-20,3170000.0,서울특별시 금천구,0,6.0
2019,20190123,야,수,1,0,0,0,0,서울,종로구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,955745.0,1954622.0,126.99872140000002,37.58993392,초등학교,혜화초등학교,서울특별시 종로구 혜화로 32,서울특별시 종로구 명륜동1가 1-27,37.5888137,127.00002490000001,종로구청,혜화경찰서,Y,2.0,15,2019-01-14,3000000.0,서울특별시 종로구,2017-04-14,97.0
2019,20190123,야,수,1,0,0,0,0,서울,종로구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,955745.0,1954622.0,126.99872140000002,37.58993392,유치원,한아름유치원,서울특별시 종로구 혜화로6길 80,서울특별시 종로구 혜화동 109-2,37.590282,127.00115120000001,종로구청,혜화경찰서,Y,1.0,6,2019-01-14,3000000.0,서울특별시 종로구,0,13.0
2019,20190124,야,목,1,0,0,0,0,서울,성동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,959688.0,1950590.0,127.04360449999999,37.55377364,,,,,,,,,,,,,,,,
2019,20190125,야,금,1,1,1,0,0,서울,도봉구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,960281.0,1965423.0,127.04951200000001,37.68749225,초등학교,누원초등학교,서울특별시 도봉구 마들로 859-44,,37.6869304,127.04906940000001,도봉구청,도봉경찰서,Y,2.0,6~20,2019-09-05,3090000.0,서울특별시 도봉구,2017-10-20,96.0
2019,20190125,야,금,1,0,0,0,0,서울,도봉구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,958977.0,1961402.0,127.0349488,37.65119311,어린이집,쌍문삼성,서울특별시 도봉구 노해로 238,,37.6509601,127.03449140000001,도봉구청,도봉경찰서,Y,1.0,20,2019-09-05,3090000.0,서울특별시 도봉구,0,6.0
2019,20190129,야,화,1,0,0,0,0,서울,중구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,955908.0,1952047.0,127.0007227,37.56673275,,,,,,,,,,,,,,,,
2019,20190130,야,수,1,0,0,0,0,서울,용산구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,953317.0,1948358.0,126.9716193,37.53335531,초등학교,용산초교,서울특벽시 용산구 한강대로57길 33,서울특별시 용산구 한강로2가 1,37.53521031,126.97166909999999,용산구청,용산경찰서,Y,,6~10,2020-02-18,3020000.0,서울특별시 용산구,0,97.0
2019,20190130,주,수,1,0,0,0,0,서울,은평구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,948778.0,1957704.0,126.9195936,37.61735061,유치원,성균관(갈현초교 중복),서울특별시 은평구 연서로27길 23,서울특별시 은평구 연서로27길 23,37.6183134,126.9169211,서울특별시 은평구,은평경찰서,Y,1.0,4,2019-07-31,3110000.0,서울특별시 은평구,0,95.0
2019,20190130,야,수,1,0,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,941204.0,1948103.0,126.8345465,37.53036403,어린이집,곰달래어린이집,서울특별시 양천구 남부순환로65길 2,서울특별시 양천구 신월1동 217-1,37.5277047,126.834015,서울특별시 양천구청,양천경찰서,Y,2.0,6,2020-06-01,3140000.0,서울특별시 양천구,0,8.0
2019,20190130,야,수,1,0,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,941204.0,1948103.0,126.8345465,37.53036403,어린이집,세진어린이집,서울특별시 양천구 곰달래로 28,서울특별시 양천구 신월1동 226-7,37.5297015,126.835746,서울특별시 양천구청,양천경찰서,Y,3.0,7,2020-06-01,3140000.0,서울특별시 양천구,0,8.0
2019,20190130,야,수,1,0,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,941204.0,1948103.0,126.8345465,37.53036403,학원,리틀플래닛학원,서울특별시 양천구 곰달래로9길 12,서울특별시 양천구 신월1동 121-1,37.53090097,126.83584009999998,서울특별시 양천구청,양천경찰서,Y,2.0,6,2020-06-01,3140000.0,서울특별시 양천구,0,0.0
2019,20190131,야,목,1,2,1,1,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,940264.0,1943538.0,126.8242793,37.48915915,유치원,동정성모유치원,서울특별시 구로구 경인로2길 11,,37.48985001,126.8273989,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000.0,서울특별시 구로구,0,95.0
2019,20190131,야,목,1,2,1,1,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,940264.0,1943538.0,126.8242793,37.48915915,초등학교,오정초등학교,서울특별시 구로구 경인로2길 10,,37.49016576,126.82643929999999,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000.0,서울특별시 구로구,0,95.0
2019,20190131,야,목,1,2,1,1,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,940264.0,1943538.0,126.8242793,37.48915915,특수학교,성베드로학교,서울특별시 구로구 연동로 320,,37.4875236,126.82616499999999,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000.0,서울특별시 구로구,0,97.0
2019,20190203,주,일,1,2,2,0,0,서울,영등포구,차대차,기타,기타,신호위반,단일로,기타단일로,승용차,승용차,946793.0,1945276.0,126.89800420000002,37.50522336,유치원,파란나라유치원,서울특별시 영등포구 도신로8길 17,서울특별시 영등포구 대림동 652,37.50321946,126.8972605,영등포구청,영등포경찰서,Y,1.0,6~9,2020-06-30,3180000.0,서울특별시 영등포구,0,8.0
2019,20190203,주,일,1,2,2,0,0,서울,영등포구,차대차,기타,기타,신호위반,단일로,기타단일로,승용차,승용차,946793.0,1945276.0,126.89800420000002,37.50522336,유치원,큰나무유치원,서울특별시 영등포구 도신로 31,서울특별시 영등포구 대림3동 608-1,37.506234,126.89515300000001,영등포구청,영등포경찰서,Y,1.0,3~5,2020-06-30,3180000.0,서울특별시 영등포구,0,8.0
2019,20190203,주,일,1,2,2,0,0,서울,영등포구,차대차,기타,기타,신호위반,단일로,기타단일로,승용차,승용차,946793.0,1945276.0,126.89800420000002,37.50522336,유치원,우성유치원,서울특별시 영등포구 도신로 68-1,서울특별시 영등포구 신길동 365,37.505742,126.900623,영등포구청,영등포경찰서,Y,1.0,18,2020-06-30,3180000.0,서울특별시 영등포구,0,8.0
2019,20190206,야,수,1,0,0,0,0,서울,송파구,차대사람,횡단중,횡단중,신호위반,기타,기타,원동기장치자전거,보행자,966177.0,1943929.0,127.1173753,37.49399631,,,,,,,,,,,,,,,,
2019,20190207,야,목,1,0,0,0,0,서울,구로구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,944957.0,1943163.0,126.8773906,37.48607091,어린이집,LG전자구로어린이집,서울특별시 구로구 가마산로 95,,37.486014000000004,126.8769045,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000.0,서울특별시 구로구,0,13.0
2019,20190208,주,금,1,0,0,0,0,서울,마포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,952512.0,1950360.0,126.9623787,37.55135863,,,,,,,,,,,,,,,,
2019,20190211,야,월,1,0,0,0,0,서울,종로구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,952632.0,1955433.0,126.9634092,37.59708856,,,,,,,,,,,,,,,,
2019,20190212,야,화,1,0,0,0,0,서울,강남구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,958931.0,1942954.0,127.0354612,37.48491434,초등학교,언주초등학교,서울특별시 강남구 남부순환로363길 19,,37.48632308,127.036781,서울특별시 강남구청,수서경찰서,Y,5.0,7.7,2020-06-24,3220000.0,서울특별시 강남구,0,97.0
2019,20190212,야,화,1,0,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,승용차,승용차,960592.0,1947218.0,127.0540199,37.5234198,,,,,,,,,,,,,,,,
2019,20190213,야,수,1,0,0,0,0,서울,강남구,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,959294.0,1944810.0,127.03946429999999,37.50165926,,,,,,,,,,,,,,,,
2019,20190215,야,금,1,0,0,0,0,서울,성북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,957045.0,1955925.0,127.0133696,37.60173973,초등학교,숭덕초등학교,서울특별시 성북구 정릉로 279,,37.60381836,127.01329059999999,서울특별시 성북구청,서울특별시 성북경찰서,Y,1.0,,2020-02-28,3070000.0,서울특별시 성북구,2017-10-20,95.0
2019,20190215,야,금,1,0,0,0,0,서울,성북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,957045.0,1955925.0,127.0133696,37.60173973,유치원,새싹유치원,서울특별시 성북구 정릉로 280,,37.60298573,127.01423270000001,서울특별시 성북구청,서울특별시 성북경찰서,Y,1.0,5,2020-02-28,3070000.0,서울특별시 성북구,0,10.0
2019,20190219,야,화,1,0,0,0,0,서울,영등포구,차량단독,기타,기타,안전운전 의무 불이행,기타,기타,승용차,없음,945626.0,1946803.0,126.8846882,37.51891839,초등학교,영문초등학교,서울특별시 영등포구 문래로 56,서울특별시 영등포구 문래동6가 13,37.51980714,126.88759089999999,영등포구청,영등포경찰서,Y,2.0,7~11,2020-06-30,3180000.0,서울특별시 영등포구,0,5.0
2019,20190224,주,일,1,0,0,0,0,서울,구로구,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,승용차,없음,941822.0,1945176.0,126.84177240000001,37.50402205,유치원,매봉초병설유치원,서울특별시 구로구 고척로21길 55,,37.50491677,126.844375,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000.0,서울특별시 구로구,0,95.0
2019,20190224,주,일,1,0,0,0,0,서울,구로구,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,승용차,없음,941822.0,1945176.0,126.84177240000001,37.50402205,초등학교,매봉초등학교,서울특별시 구로구 고척로21길 55,,37.50491677,126.844375,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000.0,서울특별시 구로구,0,95.0
2019,20190225,주,월,1,0,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,건설기계,자전거,960330.0,1957666.0,127.0504893,37.61757933,초등학교,장곡초등학교,서울특별시 성북구 장월로23길 16,서울특별시 성북구 장위동 235,37.61683038,127.0481563,서울특별시 성북구청,서울특별시 종암경찰서,Y,1.0,,2020-02-28,3070000.0,서울특별시 성북구,0,95.0
2019,20190225,주,월,1,0,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,건설기계,자전거,960330.0,1957666.0,127.0504893,37.61757933,어린이집,장위3동어린이집,서울특별시 성북구 돌곶이로32길 43,서울특별시 성북구 장위동 77-64,37.61675603,127.0534217,서울특별시 성북구청,서울특별시 종암경찰서,Y,1.0,,2020-02-28,3070000.0,서울특별시 성북구,0,10.0
2019,20190227,주,수,1,2,0,2,0,서울,송파구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,이륜차,승용차,968450.0,1942527.0,127.14314840000002,37.48143985,,,,,,,,,,,,,,,,
2019,20190301,야,금,1,0,0,0,0,서울,영등포구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,945654.0,1950281.0,126.8847476,37.55026757,,,,,,,,,,,,,,,,
2019,20190303,야,일,1,0,0,0,0,서울,종로구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,이륜차,955187.0,1953276.0,126.99248349999999,37.57777517,,,,,,,,,,,,,,,,
2019,20190304,야,월,1,0,0,0,0,서울,광진구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,961464.0,1949282.0,127.0637797,37.54206021,초등학교,성수초등학교,서울특별시 성동구 아차산로17길 21,서울특별시 성동구 성수동2가 277-32,37.54431493,127.06315729999999,서울특별시 성동구,성동경찰서,Y,3.0,5~8,2020-06-17,3030000.0,서울특별시 성동구,2018-04-26,96.0
2019,20190304,야,월,1,0,0,0,0,서울,광진구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,961464.0,1949282.0,127.0637797,37.54206021,유치원,윤진유치원,서울특별시 광진구 아차산로 21길 15 (화양동),서울특별시 광진구 화양동 42-21,37.542766,127.06271799999999,서울특별시청,광진경찰서,Y,2.0,,2019-02-20,3040000.0,서울특별시 광진구,0,9.0
2019,20190306,야,수,1,0,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,950651.0,1942653.0,126.94182849999999,37.481796,초등학교,관악초등학교,서울특별시 관악구 청룡4길 49,,37.48102412,126.94255600000001,서울특별시 관악구청,서울관악경찰서,Y,4.0,6~20,2020-05-31,3200000.0,서울특별시 관악구,0,95.0
2019,20190306,야,수,1,0,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,950651.0,1942653.0,126.94182849999999,37.481796,유치원,관악병설유치원,서울특별시 관악구 청룡4길 49,,37.48102412,126.94255600000001,서울특별시 관악구청,서울관악경찰서,Y,1.0,6~20,2020-05-31,3200000.0,서울특별시 관악구,0,95.0
2019,20190309,주,토,1,0,0,0,0,서울,용산구,차대사람,횡단중,횡단중,과속,단일로,지하차도(도로)내,승용차,보행자,953420.0,1948464.0,126.9727783,37.53431593,초등학교,용산초교,서울특벽시 용산구 한강대로57길 33,서울특별시 용산구 한강로2가 1,37.53521031,126.97166909999999,용산구청,용산경찰서,Y,,6~10,2020-02-18,3020000.0,서울특별시 용산구,0,97.0
2019,20190310,야,일,1,0,0,0,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,951882.0,1944172.6,126.955652,37.49555753,,,,,,,,,,,,,,,,
2019,20190312,야,화,1,1,0,0,1,서울,은평구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승합차,948807.0,1958371.0,126.9198754,37.62336391,,,,,,,,,,,,,,,,
2019,20190313,야,수,1,0,0,0,0,서울,성동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,958555.0,1951579.0,127.0307216,37.56263749,어린이집,구립왕십리하나어린이집,서울특별시 성동구 무학봉16길 9-3,서울특별시 성동구 하왕십리동 976-13,37.560837,127.0320321,서울특별시 성동구,성동경찰서,Y,1.0,7,2020-06-17,3030000.0,서울특별시 성동구,0,10.0
2019,20190313,야,수,1,0,0,0,0,서울,성동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,958555.0,1951579.0,127.0307216,37.56263749,유치원,무학유치원,서울특별시 성동구 무학봉15가길 4,서울특별시 성동구 하왕십리동 986-95,37.5614705,127.0306547,서울특별시 성동구,성동경찰서,Y,1.0,4,2020-06-17,3030000.0,서울특별시 성동구,0,97.0
2019,20190313,야,수,1,0,0,0,0,서울,성동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,958555.0,1951579.0,127.0307216,37.56263749,초등학교,무학초등학교,서울특별시 성동구 무학봉15길 21,서울특별시 성동구 하왕십리동 950-1,37.5632029,127.0296455,서울특별시 성동구,성동경찰서,Y,8.0,5,2020-06-17,3030000.0,서울특별시 성동구,2018-04-26,97.0
2019,20190314,야,목,1,0,0,0,0,서울,금천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,945367.0,1943057.0,126.8820358,37.48513987,어린이집,예뜰어린이집,서울특별시 구로구 구로동로7길 27,,37.48599142,126.884695,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000.0,서울특별시 구로구,0,16.0
2019,20190314,야,목,1,0,0,0,0,서울,금천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,945367.0,1943057.0,126.8820358,37.48513987,초등학교,영일초등학교,서울특별시 구로구 남부순환로105길 218,,37.48564457,126.8838114,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000.0,서울특별시 구로구,0,96.0
2019,20190314,야,목,1,0,0,0,0,서울,서대문구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,949527.0,1953237.0,126.9283883,37.57713067,,,,,,,,,,,,,,,,
2019,20190315,야,금,1,0,0,0,0,서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,943718.2,1951051.1,126.86277450000001,37.55709228,,,,,,,,,,,,,,,,
2019,20190315,주,금,1,0,0,0,0,서울,중랑구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,기타,승용차,962291.2,1954883.2,127.0728551,37.592579799999996,,,,,,,,,,,,,,,,
2019,20190318,야,월,1,0,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,962416.0,1962513.0,127.07387630000001,37.66135399,,,,,,,,,,,,,,,,
2019,20190319,야,화,1,0,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,952162.0,1941717.0,126.9589791,37.47343905,,,,,,,,,,,,,,,,
2019,20190320,주,수,1,0,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,건설기계,보행자,963688.0,1953557.0,127.0887426,37.58068256,,,,,,,,,,,,,,,,
